URL,repo,Phase,Symptom(s),Unexpected Tokens,Component,Root Cause(s)
https://github.com/vllm-project/vllm/issues/6952,vllm,Inference/Serving,Crash,,Operators,Misused API
https://github.com/vllm-project/vllm/issues/3764,vllm,Inference/Serving,Crash,,Operators,Incompatible Backend
https://github.com/vllm-project/vllm/issues/10324,vllm,Inference/Serving,Unexpected Output,,Request Parser,Misconfiguration
https://github.com/vllm-project/vllm/issues/4911,vllm,Inference/Serving,Feature Failure,,Engine Initializer@@Engine Initializer,Misconfiguration@@Document Issue
https://github.com/vllm-project/vllm/issues/8275,vllm,Inference/Serving,Crash,,Input Processor@@Input Processor,Insufficient Multimodal Support@@Mismatched Shape
https://github.com/vllm-project/vllm/issues/9538,vllm,Inference/Serving,Crash,,Backend Adapter,Misused API
https://github.com/vllm-project/vllm/issues/113,vllm,Inference/Serving,System Hang,,Request Parser@@Request Parser,Incorrect Conditional Logic@@Incorrect Exception Handling
https://github.com/vllm-project/vllm/issues/6765,vllm,Inference/Serving,Feature Failure,,Model Loader,Incompatible Backend
https://github.com/vllm-project/vllm/issues/6030,vllm,Inference/Serving,Silent Error,,Operators,Incorrect Conditional Logic
https://github.com/vllm-project/vllm/issues/7188,vllm,Inference/Serving,Feature Failure,,Monitor & Logger,Misconfiguration
https://github.com/vllm-project/vllm/issues/6137,vllm,Inference/Serving,Feature Failure,,Job Manager@@Job Manager,Incorrect Conditional Logic@@Incorrect Algorithm Implementation
https://github.com/vllm-project/vllm/issues/9076,vllm,Inference/Serving,Crash,,Model Loader,Misconfiguration
https://github.com/vllm-project/vllm/issues/4277,vllm,Inference/Serving,System Hang,,Resource Manager,Concurrency Issue
https://github.com/vllm-project/vllm/issues/7986,vllm,Inference/Serving,Feature Failure,,Engine Initializer@@Engine Initializer,Misused API@@Misconfiguration
https://github.com/vllm-project/vllm/issues/905,vllm,Inference/Serving,Feature Failure,,Operators,Incorrect Conditional Logic
https://github.com/vllm-project/vllm/issues/5621,vllm,Inference/Serving,Unexpected Output,Character,Model Loader,Incompatible Backend
https://github.com/vllm-project/vllm/issues/320,vllm,Inference/Serving,Abnormal Performance,,Resource Manager,Incorrect Resource Deallocation
https://github.com/vllm-project/vllm/issues/9272,vllm,Inference/Serving,Feature Failure,,Job Manager,Misused API
https://github.com/vllm-project/vllm/issues/4127,vllm,Inference/Serving,Crash,,Operators,Incorrect Conditional Logic
https://github.com/vllm-project/vllm/issues/1308,vllm,Inference/Serving,Crash,,Model Loader,Incompatible Model
https://github.com/vllm-project/vllm/issues/10689,vllm,Engine Setup,Crash,,Setup Tools,Dependent Module Issue
https://github.com/vllm-project/vllm/issues/10457,vllm,Engine Setup,Crash,,Monitor & Logger,Misconfiguration
https://github.com/vllm-project/vllm/issues/10025,vllm,Inference/Serving,Crash,,Model Loader,Incompatible Backend
https://github.com/vllm-project/vllm/issues/9939,vllm,Engine Setup,System Hang,,Backend Adapter,Incompatible Backend
https://github.com/vllm-project/vllm/issues/9914,vllm,Inference/Serving,Abnormal Performance,,Backend Adapter,Incompatible Version
https://github.com/vllm-project/vllm/issues/9890,vllm,Engine Setup,Crash,,Tester / Benchmarker,Incompatible Backend
https://github.com/vllm-project/vllm/issues/9834,vllm,Inference/Serving,Unexpected Output,,Operators,Incorrect Algorithm Implementation
https://github.com/vllm-project/vllm/issues/9821,vllm,Inference/Serving,Crash,,Model Loader,Incorrect Type
https://github.com/vllm-project/vllm/issues/9797,vllm,Inference/Serving,Feature Failure,,Engine Initializer,Misconfiguration
https://github.com/vllm-project/vllm/issues/9728,vllm,Engine Setup,Crash,,Backend Adapter,Incompatible Backend
https://github.com/vllm-project/vllm/issues/9454,vllm,Inference/Serving,Feature Failure,,Output Processor@@Output Processor,Incorrect Exception Handling@@Incorrect Algorithm Implementation
https://github.com/vllm-project/vllm/issues/9448,vllm,Inference/Serving,Unexpected Output,Length,Resource Manager,Incorrect Cache Management
https://github.com/vllm-project/vllm/issues/9417,vllm,Inference/Serving,Unexpected Output,Repetition,Operators,Incorrect Algorithm Implementation
https://github.com/vllm-project/vllm/issues/9360,vllm,Inference/Serving,Feature Failure,,Job Manager,Incorrect Exception Handling
https://github.com/vllm-project/vllm/issues/9282,vllm,Inference/Serving,Crash,,Model Loader,Incompatible Model
https://github.com/vllm-project/vllm/issues/9232,vllm,Inference/Serving,Crash,,Resource Manager,Incompatible Backend
https://github.com/vllm-project/vllm/issues/9207,vllm,Inference/Serving,Crash,,Model Loader,Mismatched Shape
https://github.com/vllm-project/vllm/issues/9128,vllm,Inference/Serving,Crash,,Input Processor@@Input Processor,Insufficient Multimodal Support@@Mismatched Shape
https://github.com/vllm-project/vllm/issues/9119,vllm,Engine Setup,Crash,,Setup Tools,Incorrect Assignment
https://github.com/vllm-project/vllm/issues/9111,vllm,Inference/Serving,Crash,,Backend Adapter,Incompatible Version
https://github.com/vllm-project/vllm/issues/9060,vllm,Inference/Serving,Crash,,Operators,Incompatible Backend
https://github.com/vllm-project/vllm/issues/9059,vllm,Inference/Serving,Feature Failure,,Input Processor@@Input Processor,Misused API@@Incorrect Tokenization
https://github.com/vllm-project/vllm/issues/9002,vllm,Inference/Serving,Abnormal Performance,,Output Processor,Incorrect Algorithm Implementation
https://github.com/vllm-project/vllm/issues/8990,vllm,Inference/Serving,Crash,,Input Processor,Incorrect Conditional Logic
https://github.com/vllm-project/vllm/issues/8983,vllm,Inference/Serving,Crash,,Operators,Mismatched Shape
https://github.com/vllm-project/vllm/issues/8963,vllm,Inference/Serving,Crash,,Operators@@Operators,Incorrect Algorithm Implementation@@Incompatible Backend
https://github.com/vllm-project/vllm/issues/8947,vllm,Inference/Serving,Feature Failure,,Engine Initializer,Misconfiguration
https://github.com/vllm-project/vllm/issues/8736,vllm,Inference/Serving,Crash,,Model Conversion Tools,Incompatible Model
https://github.com/vllm-project/vllm/issues/8650,vllm,Inference/Serving,Crash,,Setup Tools,Dependent Module Issue
https://github.com/vllm-project/vllm/issues/8538,vllm,Inference/Serving,Crash,,Operators,Incompatible Backend
https://github.com/vllm-project/vllm/issues/8421,vllm,Inference/Serving,Feature Failure,,Input Processor@@Input Processor,Incorrect Algorithm Implementation@@Insufficient Multimodal Support
https://github.com/vllm-project/vllm/issues/8411,vllm,Inference/Serving,Feature Failure,,Model Loader,Incompatible Model
https://github.com/vllm-project/vllm/issues/8406,vllm,Inference/Serving,Crash,,Model Conversion Tools,Incompatible Model
https://github.com/vllm-project/vllm/issues/8397,vllm,Inference/Serving,Crash,,Resource Manager,Concurrency Issue
https://github.com/vllm-project/vllm/issues/8382,vllm,Inference/Serving,Crash,,Model Loader,Incompatible Model
https://github.com/vllm-project/vllm/issues/8361,vllm,Inference/Serving,Crash,,Input Processor@@Input Processor,Mismatched Shape@@Insufficient Multimodal Support
https://github.com/vllm-project/vllm/issues/8351,vllm,Inference/Serving,Crash,,Engine Initializer,Incompatible Version
https://github.com/vllm-project/vllm/issues/8321,vllm,Inference/Serving,Crash,,Operators,Incorrect Algorithm Implementation
https://github.com/vllm-project/vllm/issues/8288,vllm,Inference/Serving,Crash,,Model Loader,Dependent Module Issue
https://github.com/vllm-project/vllm/issues/8208,vllm,Inference/Serving,Crash,,Model Loader,Incorrect Algorithm Implementation
https://github.com/vllm-project/vllm/issues/8204,vllm,Inference/Serving,Feature Failure,,Engine Initializer,Incorrect Exception Handling
https://github.com/vllm-project/vllm/issues/8097,vllm,Inference/Serving,Crash,,Model Loader,Mismatched Shape
https://github.com/vllm-project/vllm/issues/8017,vllm,Inference/Serving,Unexpected Output,Character,Communicator@@Communicator,Incorrect Algorithm Implementation@@Mismatched Shape
https://github.com/vllm-project/vllm/issues/7993,vllm,Inference/Serving,Feature Failure,,Model Loader,Incorrect Conditional Logic
https://github.com/vllm-project/vllm/issues/7920,vllm,Inference/Serving,Crash,,Communicator,Misused API
https://github.com/vllm-project/vllm/issues/7907,vllm,Inference/Serving,Crash,,Model Loader,Incorrect Algorithm Implementation
https://github.com/vllm-project/vllm/issues/7890,vllm,Inference/Serving,Crash,,Engine Initializer,Incompatible Backend
https://github.com/vllm-project/vllm/issues/7880,vllm,Inference/Serving,Unexpected Output,Character,Communicator,Incorrect Algorithm Implementation
https://github.com/vllm-project/vllm/issues/7877,vllm,Inference/Serving,Crash,,Job Manager@@Job Manager,Incorrect Exception Handling@@Concurrency Issue
https://github.com/vllm-project/vllm/issues/7815,vllm,Inference/Serving,Crash,,Resource Manager,Misconfiguration
https://github.com/vllm-project/vllm/issues/7718,vllm,Inference/Serving,Feature Failure,,Model Loader,Incompatible Model
https://github.com/vllm-project/vllm/issues/7699,vllm,Inference/Serving,Crash,,Communicator@@Communicator,Dependent Module Issue@@Incompatible Backend
https://github.com/vllm-project/vllm/issues/7561,vllm,Inference/Serving,Unexpected Output,,Model Loader@@Model Loader,Incorrect Type@@Incorrect Assignment
https://github.com/vllm-project/vllm/issues/7516,vllm,Inference/Serving,Crash,,Model Loader@@Model Loader,Incompatible Backend@@Dependent Module Issue
https://github.com/vllm-project/vllm/issues/7505,vllm,Inference/Serving,Crash,,Operators,Mismatched Shape
https://github.com/vllm-project/vllm/issues/7373,vllm,Inference/Serving,Crash,,Input Processor,Mismatched Shape
https://github.com/vllm-project/vllm/issues/7349,vllm,Inference/Serving,Unexpected Output,Length,Output Processor,Incorrect Detokenization
https://github.com/vllm-project/vllm/issues/7313,vllm,Engine Setup,Crash,,Setup Tools,Dependent Module Issue
https://github.com/vllm-project/vllm/issues/7268,vllm,Inference/Serving,Crash,,Model Loader@@Model Loader,Incompatible Model@@Incompatible Model
https://github.com/vllm-project/vllm/issues/7204,vllm,Inference/Serving,Crash,,Model Loader,Incorrect Conditional Logic
https://github.com/vllm-project/vllm/issues/7160,vllm,Inference/Serving,Feature Failure,,Input Processor,Mismatched Shape
https://github.com/vllm-project/vllm/issues/7138,vllm,Inference/Serving,Crash,,Communicator,Incompatible Backend
https://github.com/vllm-project/vllm/issues/7064,vllm,Engine Setup,Crash,,Setup Tools@@Setup Tools,Dependent Module Issue@@Incorrect Exception Handling
https://github.com/vllm-project/vllm/issues/6977,vllm,Inference/Serving,Unexpected Output,Semantic Coherence,Input Processor@@Input Processor,Incorrect Algorithm Implementation@@Insufficient Multimodal Support
https://github.com/vllm-project/vllm/issues/6957,vllm,Inference/Serving,Crash,,Model Loader,Incompatible Model
https://github.com/vllm-project/vllm/issues/6896,vllm,Inference/Serving,Crash,,Resource Manager,Incompatible Backend
https://github.com/vllm-project/vllm/issues/6866,vllm,Inference/Serving,Crash,,Output Processor,Incorrect Exception Handling
https://github.com/vllm-project/vllm/issues/6775,vllm,Inference/Serving,Crash,,Communicator@@Communicator,Incompatible Backend@@Misconfiguration
https://github.com/vllm-project/vllm/issues/6767,vllm,Inference/Serving,Crash,,Operators,Concurrency Issue
https://github.com/vllm-project/vllm/issues/6756,vllm,Inference/Serving,Crash,,Model Loader,Misconfiguration
https://github.com/vllm-project/vllm/issues/6723,vllm,Inference/Serving,Crash,,Operators,Incorrect Algorithm Implementation
https://github.com/vllm-project/vllm/issues/6703,vllm,Inference/Serving,Crash,,Operators,Incorrect Conditional Logic
https://github.com/vllm-project/vllm/issues/6647,vllm,Engine Setup,Crash,,Setup Tools,Misconfiguration
https://github.com/vllm-project/vllm/issues/6636,vllm,Inference/Serving,System Hang,,Model Loader@@Model Loader,Concurrency Issue@@Dependent Module Issue
https://github.com/vllm-project/vllm/issues/6607,vllm,Inference/Serving,Feature Failure,,Communicator,Incorrect Conditional Logic
https://github.com/vllm-project/vllm/issues/6564,vllm,Inference/Serving,Crash,,Communicator,Incorrect Exception Handling
https://github.com/vllm-project/vllm/issues/66,vllm,Inference/Serving,Crash,,Operators@@Operators,Incorrect Algorithm Implementation@@Mismatched Shape
https://github.com/vllm-project/vllm/issues/71,vllm,Inference/Serving,Silent Error,,Operators,Numerical Issue
https://github.com/vllm-project/vllm/issues/143,vllm,Inference/Serving,Crash,,Resource Manager,Misconfiguration
https://github.com/vllm-project/vllm/issues/254,vllm,Inference/Serving,Crash,,Model Loader,Dependent Module Issue
https://github.com/vllm-project/vllm/issues/322,vllm,Inference/Serving,Crash,,Communicator,Concurrency Issue
https://github.com/vllm-project/vllm/issues/344,vllm,Inference/Serving,Unexpected Output,Semantic Coherence,Operators,Incorrect Algorithm Implementation
https://github.com/vllm-project/vllm/issues/407,vllm,Inference/Serving,Crash,,Operators,Mismatched Shape
https://github.com/vllm-project/vllm/issues/468,vllm,Inference/Serving,Unexpected Output,Character,Operators@@Operators,Mismatched Shape@@Incorrect Type
https://github.com/vllm-project/vllm/issues/525,vllm,Inference/Serving,Feature Failure,,Input Processor,Incorrect Request Parsing
https://github.com/vllm-project/vllm/issues/590,vllm,Inference/Serving,Unexpected Output,Inconsistent Output,Operators,Incorrect Algorithm Implementation
https://github.com/vllm-project/vllm/issues/644,vllm,Inference/Serving,Unexpected Output,Length,Operators,Incorrect Algorithm Implementation
https://github.com/vllm-project/vllm/issues/1225,vllm,Engine Setup,Crash,,Setup Tools,Incompatible Backend
https://github.com/vllm-project/vllm/issues/1386,vllm,Inference/Serving,Crash,,Request Parser,Incompatible Version
https://github.com/vllm-project/vllm/issues/2059,vllm,Inference/Serving,Unexpected Output,Character,Input Processor,Incorrect Algorithm Implementation
https://github.com/vllm-project/vllm/issues/2064,vllm,Inference/Serving,Unexpected Output,Semantic Coherence,Input Processor,Incorrect Algorithm Implementation
https://github.com/vllm-project/vllm/issues/2150,vllm,Inference/Serving,Abnormal Performance,,Resource Manager,Incorrect Multi-device Management
https://github.com/vllm-project/vllm/issues/3416,vllm,Inference/Serving,Crash,,Resource Manager,Misconfiguration
https://github.com/vllm-project/vllm/issues/3448,vllm,Inference/Serving,Feature Failure,,Output Processor,Incorrect Algorithm Implementation
https://github.com/vllm-project/vllm/issues/3572,vllm,Inference/Serving,Unexpected Output,Length,Output Processor,Incorrect Algorithm Implementation
https://github.com/vllm-project/vllm/issues/3574,vllm,Inference/Serving,Unexpected Output,Length,Output Processor,Incorrect Algorithm Implementation
https://github.com/vllm-project/vllm/issues/3593,vllm,Inference/Serving,Crash,,Model Loader,Dependent Module Issue
https://github.com/vllm-project/vllm/issues/3601,vllm,Engine Setup,System Hang,,Setup Tools,Misconfiguration
https://github.com/vllm-project/vllm/issues/3617,vllm,Inference/Serving,Crash,,Communicator,Incorrect Algorithm Implementation
https://github.com/vllm-project/vllm/issues/3644,vllm,Inference/Serving,System Hang,,Communicator,Incompatible Backend
https://github.com/vllm-project/vllm/issues/3676,vllm,Inference/Serving,Crash,,Model Loader@@Model Loader,Misconfiguration@@Incorrect Assignment
https://github.com/vllm-project/vllm/issues/3707,vllm,Inference/Serving,Unexpected Output,,Output Processor,Misused API
https://github.com/vllm-project/vllm/issues/3759,vllm,Inference/Serving,Abnormal Performance,,Engine Initializer@@Engine Initializer,Misconfiguration@@Incorrect Assignment
https://github.com/vllm-project/vllm/issues/3793,vllm,Inference/Serving,Crash,,Operators@@Operators,Incorrect Algorithm Implementation@@Incompatible Backend
https://github.com/vllm-project/vllm/issues/3892,vllm,Inference/Serving,Unexpected Output,Character,Operators@@Operators,Incorrect Algorithm Implementation@@Misconfiguration
https://github.com/vllm-project/vllm/issues/3953,vllm,Inference/Serving,Feature Failure,,Operators,Incorrect Algorithm Implementation
https://github.com/vllm-project/vllm/issues/4008,vllm,Inference/Serving,Feature Failure,,Model Loader,Incompatible Model
https://github.com/vllm-project/vllm/issues/4054,vllm,Inference/Serving,Feature Failure,,Input Processor@@Input Processor,Incorrect Type@@Misused API
https://github.com/vllm-project/vllm/issues/4100,vllm,Inference/Serving,Crash,,Engine Initializer,Misconfiguration
https://github.com/vllm-project/vllm/issues/4108,vllm,Inference/Serving,Crash,,Resource Manager,Incorrect Multi-device Management
https://github.com/vllm-project/vllm/issues/4171,vllm,Inference/Serving,Crash,,Operators,Incorrect Algorithm Implementation
https://github.com/vllm-project/vllm/issues/4240,vllm,Inference/Serving,Feature Failure,,Job Manager@@Job Manager,Misused API@@Concurrency Issue
https://github.com/vllm-project/vllm/issues/4257,vllm,Inference/Serving,Crash,,Communicator,Dependent Module Issue
https://github.com/vllm-project/vllm/issues/4275,vllm,Inference/Serving,Crash,,Operators,Incompatible Backend
https://github.com/vllm-project/vllm/issues/4293,vllm,Inference/Serving,System Hang,,Resource Manager,Incorrect Cache Management
https://github.com/vllm-project/vllm/issues/4422,vllm,Inference/Serving,Crash,,Resource Manager,Incorrect Algorithm Implementation
https://github.com/vllm-project/vllm/issues/4507,vllm,Inference/Serving,Feature Failure,,Request Parser,Incorrect Request Parsing
https://github.com/vllm-project/vllm/issues/4509,vllm,Inference/Serving,Abnormal Performance,,Operators,Incompatible Version
https://github.com/vllm-project/vllm/issues/4614,vllm,Inference/Serving,Unexpected Output,Character,Operators@@Operators,Numerical Issue@@Incorrect Algorithm Implementation
https://github.com/vllm-project/vllm/issues/4617,vllm,Inference/Serving,Crash,,Engine Initializer,Incompatible Backend
https://github.com/vllm-project/vllm/issues/4742,vllm,Inference/Serving,Crash,,Model Loader,Incompatible Model
https://github.com/vllm-project/vllm/issues/4756,vllm,Inference/Serving,Crash,,Resource Manager,Incorrect Multi-device Management
https://github.com/vllm-project/vllm/issues/4789,vllm,Inference/Serving,System Hang,,Job Manager,Concurrency Issue
https://github.com/vllm-project/vllm/issues/4858,vllm,Inference/Serving,Feature Failure,,Resource Manager@@Resource Manager,Incompatible Backend@@Misconfiguration
https://github.com/vllm-project/vllm/issues/4879,vllm,Inference/Serving,Crash,,Model Loader,Incorrect Exception Handling
https://github.com/vllm-project/vllm/issues/4884,vllm,Engine Setup,Crash,,Setup Tools,Dependent Module Issue
https://github.com/vllm-project/vllm/issues/5088,vllm,Inference/Serving,Feature Failure,,Model Conversion Tools,Incompatible Model
https://github.com/vllm-project/vllm/issues/5113,vllm,Inference/Serving,Crash,,Job Manager,Concurrency Issue
https://github.com/vllm-project/vllm/issues/5152,vllm,Inference/Serving,Crash,,Operators,Incorrect Algorithm Implementation
https://github.com/vllm-project/vllm/issues/5162,vllm,Inference/Serving,Crash,,Resource Manager,Incorrect Cache Management
https://github.com/vllm-project/vllm/issues/5182,vllm,Inference/Serving,Crash,,Job Manager,Concurrency Issue
https://github.com/vllm-project/vllm/issues/5240,vllm,Inference/Serving,Feature Failure,,Input Processor,Incorrect Conditional Logic
https://github.com/vllm-project/vllm/issues/5274,vllm,Inference/Serving,Abnormal Performance,,Resource Manager,Incorrect Algorithm Implementation
https://github.com/vllm-project/vllm/issues/5337,vllm,Inference/Serving,Abnormal Performance,,Resource Manager,Concurrency Issue
https://github.com/vllm-project/vllm/issues/5351,vllm,Inference/Serving,Feature Failure,,Operators,Incompatible Version
https://github.com/vllm-project/vllm/issues/5405,vllm,Inference/Serving,Abnormal Performance,,Engine Initializer,Dependent Module Issue
https://github.com/vllm-project/vllm/issues/5440,vllm,Inference/Serving,Crash,,Request Parser,Incorrect Character Encoding
https://github.com/vllm-project/vllm/issues/5517,vllm,Inference/Serving,Abnormal Performance,,Resource Manager,Misconfiguration
https://github.com/vllm-project/vllm/issues/5523,vllm,Inference/Serving,Abnormal Performance,,Communicator@@Communicator,Incompatible Backend@@Concurrency Issue
https://github.com/vllm-project/vllm/issues/5544,vllm,Inference/Serving,Feature Failure,,Tester / Benchmarker,Incorrect Algorithm Implementation
https://github.com/vllm-project/vllm/issues/5550,vllm,Inference/Serving,Crash,,Resource Manager,Incorrect Resource Allocation
https://github.com/vllm-project/vllm/issues/5564,vllm,Inference/Serving,Abnormal Performance,,Resource Manager,Misconfiguration
https://github.com/vllm-project/vllm/issues/5579,vllm,Inference/Serving,Abnormal Performance,,Communicator,Incompatible Backend
https://github.com/vllm-project/vllm/issues/5590,vllm,Inference/Serving,Crash,,Resource Manager,Incorrect Algorithm Implementation
https://github.com/vllm-project/vllm/issues/5637,vllm,Inference/Serving,Crash,,Engine Initializer,Misconfiguration
https://github.com/vllm-project/vllm/issues/5657,vllm,Inference/Serving,Feature Failure,,Model Loader,Incompatible Backend
https://github.com/vllm-project/vllm/issues/5667,vllm,Inference/Serving,Feature Failure,,Engine Initializer,Misconfiguration
https://github.com/vllm-project/vllm/issues/5675,vllm,Inference/Serving,Crash,,Model Loader@@Model Loader,Mismatched Shape@@Misconfiguration
https://github.com/vllm-project/vllm/issues/5738,vllm,Inference/Serving,System Hang,,Backend Adapter,Incompatible Backend
https://github.com/vllm-project/vllm/issues/5767,vllm,Inference/Serving,Feature Failure,,Input Processor,Insufficient Multimodal Support
https://github.com/vllm-project/vllm/issues/5779,vllm,Inference/Serving,Crash,,Resource Manager,Incorrect Multi-device Management
https://github.com/vllm-project/vllm/issues/5793,vllm,Inference/Serving,Unexpected Output,Repetition,Operators@@Operators,Incorrect Algorithm Implementation@@Incompatible Backend
https://github.com/vllm-project/vllm/issues/5861,vllm,Inference/Serving,Crash,,Engine Initializer,Incompatible Version
https://github.com/vllm-project/vllm/issues/5893,vllm,Inference/Serving,Unexpected Output,Character,Request Parser,Incorrect Exception Handling
https://github.com/vllm-project/vllm/issues/5938,vllm,Inference/Serving,Crash,,Operators,Incorrect Algorithm Implementation
https://github.com/vllm-project/vllm/issues/5982,vllm,Inference/Serving,Crash,,Job Manager,Incorrect Exception Handling
https://github.com/vllm-project/vllm/issues/5983,vllm,Inference/Serving,Crash,,Operators,Misused API
https://github.com/vllm-project/vllm/issues/6169,vllm,Inference/Serving,Crash,,Operators,Incompatible Backend
https://github.com/vllm-project/vllm/issues/6201,vllm,Inference/Serving,System Hang,,Model Loader,Incompatible Model
https://github.com/vllm-project/vllm/issues/6213,vllm,Inference/Serving,Feature Failure,,Resource Manager,Misconfiguration
https://github.com/vllm-project/vllm/issues/6231,vllm,Inference/Serving,Crash,,Model Loader,Misconfiguration
https://github.com/vllm-project/vllm/issues/6240,vllm,Inference/Serving,Abnormal Performance,,Operators,Incorrect Algorithm Implementation
https://github.com/vllm-project/vllm/issues/6249,vllm,Inference/Serving,Crash,,Operators,Incorrect Algorithm Implementation
https://github.com/vllm-project/vllm/issues/6261,vllm,Engine Setup,Crash,,Setup Tools,Dependent Module Issue
https://github.com/vllm-project/vllm/issues/6285,vllm,Inference/Serving,Feature Failure,,Operators,Incorrect Algorithm Implementation
https://github.com/vllm-project/vllm/issues/6302,vllm,Inference/Serving,Feature Failure,,Model Loader,Incorrect Conditional Logic
https://github.com/vllm-project/vllm/issues/6314,vllm,Inference/Serving,Crash,,Model Loader,Incompatible Model
https://github.com/vllm-project/vllm/issues/6322,vllm,Inference/Serving,Crash,,Input Processor,Incorrect Tokenization
https://github.com/vllm-project/vllm/issues/6325,vllm,Inference/Serving,Crash,,Job Manager@@Job Manager,Concurrency Issue@@Misused API
https://github.com/vllm-project/vllm/issues/6334,vllm,Inference/Serving,Crash,,Engine Initializer,Dependent Module Issue
https://github.com/vllm-project/vllm/issues/6342,vllm,Inference/Serving,Feature Failure,,Request Parser,Incompatible Version
https://github.com/vllm-project/vllm/issues/6395,vllm,Inference/Serving,Crash,,Model Loader,Incompatible Model
https://github.com/vllm-project/vllm/issues/6427,vllm,Inference/Serving,Feature Failure,,Model Loader,Incompatible Model
https://github.com/vllm-project/vllm/issues/6461,vllm,Inference/Serving,Feature Failure,,Monitor & Logger,Misconfiguration
https://github.com/deepspeedai/DeepSpeed/issues/6486,DeepSpeed,Engine Setup,Unexpected Output,,Operators,Incorrect Conditional Logic
https://github.com/deepspeedai/DeepSpeed/issues/5535,DeepSpeed,Engine Setup,Crash,,Setup Tools,Misconfiguration
https://github.com/deepspeedai/DeepSpeed/issues/5398,DeepSpeed,Inference/Serving,Crash,,Model Conversion Tools,Mismatched Shape
https://github.com/deepspeedai/DeepSpeed/issues/4903,DeepSpeed,Inference/Serving,Unexpected Output,Repetition,Communicator@@Communicator,Incompatible Backend@@Incompatible Version
https://github.com/deepspeedai/DeepSpeed/issues/4813,DeepSpeed,Inference/Serving,Crash,,Engine Initializer,Incompatible Model
https://github.com/deepspeedai/DeepSpeed/issues/4774,DeepSpeed,Inference/Serving,Crash,,Engine Initializer,Incompatible Version
https://github.com/deepspeedai/DeepSpeed/issues/4498,DeepSpeed,Inference/Serving,Abnormal Performance,,Monitor & Logger,Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/4442,DeepSpeed,Inference/Serving,Unexpected Output,Inconsistent Output,Operators,Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/4334,DeepSpeed,Inference/Serving,Crash,,Monitor & Logger,Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/4231,DeepSpeed,Inference/Serving,Crash,,Operators,Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/4039,DeepSpeed,Inference/Serving,Feature Failure,,Engine Initializer@@Engine Initializer,Document Issue@@Incorrect Assignment
https://github.com/deepspeedai/DeepSpeed/issues/4027,DeepSpeed,Inference/Serving,Crash,,Engine Initializer,Incompatible Model
https://github.com/deepspeedai/DeepSpeed/issues/3851,DeepSpeed,Engine Setup,Crash,,Communicator,Incorrect Assignment
https://github.com/deepspeedai/DeepSpeed/issues/3816,DeepSpeed,Inference/Serving,Abnormal Performance,,Monitor & Logger,Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/3815,DeepSpeed,Inference/Serving,Feature Failure,,Monitor & Logger,Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/3628,DeepSpeed,Inference/Serving,Abnormal Performance,,Engine Initializer@@Engine Initializer,Misconfiguration@@Incompatible Version
https://github.com/deepspeedai/DeepSpeed/issues/3604,DeepSpeed,Inference/Serving,Crash,,Operators,Incompatible Version
https://github.com/deepspeedai/DeepSpeed/issues/3601,DeepSpeed,Inference/Serving,Crash,,Engine Initializer,Incompatible Version
https://github.com/deepspeedai/DeepSpeed/issues/3285,DeepSpeed,Inference/Serving,Unexpected Output,,Model Loader,Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/3263,DeepSpeed,Inference/Serving,Unexpected Output,Semantic Coherence,Model Loader,Incompatible Version
https://github.com/deepspeedai/DeepSpeed/issues/3130,DeepSpeed,Inference/Serving,Crash,,Model Loader,Incorrect Assignment
https://github.com/deepspeedai/DeepSpeed/issues/3100,DeepSpeed,Engine Setup,Crash,,Monitor & Logger,Misused API
https://github.com/deepspeedai/DeepSpeed/issues/2985,DeepSpeed,Inference/Serving,Crash,,Operators,Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/2968,DeepSpeed,Inference/Serving,Crash,,Model Loader,Incompatible Version
https://github.com/deepspeedai/DeepSpeed/issues/2845,DeepSpeed,Inference/Serving,Crash,,Engine Initializer,Incompatible Version
https://github.com/deepspeedai/DeepSpeed/issues/2793,DeepSpeed,Inference/Serving,Crash,,Model Loader,Mismatched Shape
https://github.com/deepspeedai/DeepSpeed/issues/2770,DeepSpeed,Inference/Serving,Crash,,Communicator,Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/2730,DeepSpeed,Inference/Serving,Unexpected Output,,Operators,Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/2717,DeepSpeed,Inference/Serving,Feature Failure,,Engine Initializer,Incompatible Version
https://github.com/deepspeedai/DeepSpeed/issues/2715,DeepSpeed,Inference/Serving,Silent Error,,Operators,Misused API
https://github.com/deepspeedai/DeepSpeed/issues/2644,DeepSpeed,Inference/Serving,Unexpected Output,Inconsistent Output,Operators,Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/2609,DeepSpeed,Inference/Serving,Crash,,Engine Initializer,Misused API
